Keyword,LV1,Search UV,PDP UV,A2C_UV,Order_UV,GMV,ASP,ARPU,Found Number,E. Items,Cluster,,
computer table,Furniture & Decor,288.00,139.00,27.00,7.00,353.65,50.52,50.52,896790.00,1019.00,GM,,
slippers for women,Fashion,288.00,120.00,21.00,5.00,16.74,2.79,3.35,17128.00,1018.00,Fashion,,
long frocks for girls,Fashion,287.00,98.00,9.00,0.00,0.00,0.00,0.00,2650.00,738.00,Fashion,,
lotion,Health & Beauty,287.00,162.00,55.00,21.00,57.77,2.14,2.75,34341.00,680.00,FMCG,,
hp laptop,Computers & Laptops,287.00,160.00,30.00,1.00,627.43,627.43,627.43,85138.00,528.00,EL,,
waches for boys branded,Watches Sunglasses Jewellery,287.00,85.00,17.00,5.00,16.04,3.21,3.21,175310.00,678.00,Fashion,,
labtop,Computers & Laptops,286.00,132.00,26.00,5.00,446.92,89.38,89.38,955047.00,1018.00,EL,,
sports shoes,Sports & Outdoors,287.00,138.00,19.00,5.00,40.11,8.02,8.02,136124.00,959.00,GM,,
iphone 7,Mobiles & Tablets,286.00,81.00,9.00,1.00,0.89,0.89,0.89,169370.00,414.00,EL,,
electric vape shisha smoke,Motors,286.00,38.00,0.00,0.00,0.00,0.00,0.00,24165.00,308.00,GM,,
glitter eyeshadow,Health & Beauty,286.00,177.00,79.00,34.00,94.35,2.70,2.77,16053.00,1033.00,FMCG,,
chain,Watches Sunglasses Jewellery,286.00,95.00,38.00,14.00,25.09,1.67,1.79,700442.00,661.00,Fashion,,
bonanza satrangi,Fashion,286.00,69.00,8.00,1.00,28.58,14.29,28.58,3519.00,412.00,Fashion,,
memory card,Cameras,285.00,171.00,66.00,19.00,141.22,6.72,7.43,62040.00,427.00,EL,,
golden pearl cream,Health & Beauty,285.00,154.00,62.00,15.00,37.97,2.23,2.53,311.00,311.00,FMCG,,
bra for girls sexy,Fashion,285.00,107.00,13.00,6.00,20.71,2.96,3.45,24778.00,1055.00,Fashion,,
projector,"TV, Audio / Video, Gaming & Wearables",285.00,132.00,18.00,5.00,300.81,50.14,60.16,42241.00,841.00,EL,,
vivo 21e,Mobiles & Tablets,285.00,128.00,25.00,2.00,496.58,248.29,248.29,175045.00,218.00,EL,,
toys for boys kids,Toys & Games,285.00,85.00,22.00,9.00,80.18,6.68,8.91,129858.00,661.00,GM,,
slime kit,Toys & Games,284.00,140.00,35.00,7.00,26.36,3.77,3.77,5839.00,521.00,GM,,
ear cuff earrings,Watches Sunglasses Jewellery,283.00,123.00,23.00,5.00,9.09,1.82,1.82,11038.00,748.00,Fashion,,
led 50 inch,TV Audio Video Gaming & Wearables,282.00,78.00,11.00,1.00,517.65,517.65,517.65,6150.00,368.00,EL,,
nido,Mother & Baby,282.00,142.00,98.00,31.00,1013.39,14.69,32.69,254.00,238.00,FMCG,,
lockets for girls,Watches Sunglasses Jewellery,282.00,111.00,17.00,6.00,19.22,3.20,3.20,2809.00,421.00,Fashion,,
mens jacket,Fashion,282.00,147.00,23.00,4.00,45.48,7.58,11.37,29529.00,883.00,Fashion,,
air buds apple,TV Audio Video Gaming & Wearables,281.00,111.00,24.00,6.00,61.39,10.23,10.23,5623.00,446.00,EL,,
coffee beater electric,Kitchen & Dining,282.00,141.00,54.00,28.00,72.39,2.50,2.59,10041.00,1193.00,GM,,
weight machine digital,Kitchen & Dining,281.00,138.00,50.00,24.00,250.53,9.64,10.44,12819.00,366.00,GM,,
lays chips,Groceries,280.00,155.00,70.00,17.00,181.91,4.13,10.70,2716.00,225.00,FMCG,,
daraz 1212 sale,Fashion,280.00,85.00,11.00,0.00,0.00,0.00,0.00,2755.00,1021.00,Fashion,,
nokia 3 4 mobile,Mobiles & Tablets,281.00,169.00,78.00,31.00,3817.35,97.88,123.14,18077.00,219.00,EL,,
helmet,Motors,280.00,163.00,34.00,5.00,42.98,7.16,8.60,35216.00,744.00,GM,,
tapal,Groceries,280.00,183.00,144.00,67.00,1661.10,16.78,24.79,956.00,618.00,FMCG,,
earbuds wireless,TV Audio Video Gaming & Wearables,279.00,148.00,45.00,15.00,178.90,8.94,11.93,65839.00,1317.00,EL,,
ear pods,TV Audio Video Gaming & Wearables,277.00,145.00,51.00,17.00,118.74,6.25,6.98,45821.00,1200.00,EL,,
wireless headphone,"TV, Audio / Video, Gaming & Wearables",279.00,150.00,48.00,14.00,95.67,5.04,6.83,136651.00,1018.00,EL,,
everyday milk powder,Groceries,278.00,139.00,65.00,24.00,273.49,9.12,11.40,100272.00,183.00,FMCG,,
gift for boys,Bags and Travel,279.00,71.00,9.00,3.00,8.88,2.22,2.96,108005.00,408.00,Fashion,,
s21 ultra,Mobiles & Tablets,277.00,119.00,39.00,1.00,1267.47,1267.47,1267.47,18912.00,159.00,EL,,
purse for girls,Bags and Travel,277.00,63.00,14.00,2.00,9.49,3.16,4.75,123688.00,388.00,Fashion,,
iphone 7 plus cover,Mobiles & Tablets,276.00,141.00,38.00,13.00,39.14,3.01,3.01,50626.00,797.00,EL,,
i phones 12 pro max mobile,Mobiles & Tablets,276.00,70.00,5.00,0.00,0.00,0.00,0.00,33268.00,158.00,EL,,
glass,Watches Sunglasses Jewellery,276.00,29.00,13.00,5.00,14.89,2.98,2.98,1634221.00,238.00,Fashion,,
gta 5,Computers & Laptops,276.00,117.00,20.00,3.00,16.68,5.56,5.56,771.00,188.00,EL,,
car air pump,Motors,276.00,83.00,19.00,9.00,122.00,13.56,13.56,8942.00,598.00,GM,,
smart phones,Mobiles & Tablets,277.00,124.00,16.00,1.00,139.54,139.54,139.54,5313028.00,367.00,EL,,
android watch,TV Audio Video Gaming & Wearables,275.00,160.00,28.00,8.00,65.55,8.19,8.19,27410.00,957.00,EL,,
sneakers,Fashion,275.00,128.00,20.00,4.00,43.78,10.95,10.95,54376.00,1115.00,Fashion,,
jacket for men stylish 2021,Fashion,274.00,116.00,16.00,4.00,34.68,6.94,8.67,5053.00,1139.00,Fashion,,
bags for boys,Bags and Travel,274.00,147.00,30.00,6.00,52.10,8.68,8.68,38247.00,622.00,Fashion,,
bracelet,Watches Sunglasses Jewellery,272.00,83.00,22.00,5.00,12.91,2.15,2.58,589118.00,535.00,Fashion,,
sandals for girls,Fashion,274.00,106.00,7.00,1.00,8.40,8.40,8.40,17552.00,948.00,Fashion,,
nescafe coffee,Groceries,273.00,138.00,56.00,21.00,134.32,5.17,6.40,2154.00,330.00,FMCG,,
massager,Health & Beauty,273.00,142.00,36.00,15.00,162.23,10.82,10.82,299524.00,625.00,FMCG,,
cake accessories,Kitchen & Dining,273.00,109.00,31.00,8.00,48.21,4.38,6.03,99661.00,657.00,GM,,
watch for boys,Watches Sunglasses Jewellery,273.00,109.00,42.00,18.00,58.56,2.34,3.25,178397.00,545.00,Fashion,,
suit for girls,Fashion,273.00,135.00,23.00,8.00,158.16,13.18,19.77,206040.00,328.00,Fashion,,
blush on kit,Health & Beauty,272.00,163.00,60.00,29.00,97.40,3.04,3.36,11611.00,1076.00,FMCG,,
lint remover,"Tools, DIY & Outdoor",271.00,175.00,72.00,36.00,206.44,5.43,5.73,50597.00,917.00,GM,,
book shelf,Furniture & Decor,271.00,152.00,27.00,9.00,197.62,19.76,21.96,21629.00,1081.00,GM,,
touch watch for boys,TV Audio Video Gaming & Wearables,272.00,122.00,33.00,5.00,35.88,7.18,7.18,6166.00,388.00,EL,,
ipad 11 pro max,Mobiles & Tablets,270.00,13.00,1.00,0.00,0.00,0.00,0.00,6381.00,100.00,EL,,
electric accessories,Tools DIY & Outdoor,270.00,39.00,5.00,0.00,0.00,0.00,0.00,453700.00,1088.00,GM,,
dairy milk chocolate,Groceries,270.00,106.00,10.00,1.00,4.72,4.72,4.72,2620.00,880.00,FMCG,,
cricket,Sports & Outdoors,270.00,60.00,9.00,4.00,10.46,2.09,2.62,30092.00,598.00,GM,,
air dots,TV Audio Video Gaming & Wearables,268.00,144.00,45.00,17.00,159.94,8.42,9.41,7531.00,698.00,EL,,
paint brushes,Stationery & Craft,270.00,155.00,73.00,20.00,57.26,2.60,2.86,61009.00,1012.00,GM,,
night dress,Fashion,269.00,94.00,10.00,2.00,12.57,6.29,6.29,24685.00,668.00,Fashion,,
lip balm set,Health & Beauty,269.00,90.00,28.00,8.00,17.47,1.94,2.18,8686.00,430.00,FMCG,,
humidifier,Home Appliances,269.00,136.00,36.00,12.00,266.50,19.04,22.21,42263.00,1147.00,EL,,
doll for girls,Toys & Games,269.00,150.00,36.00,14.00,51.97,3.46,3.71,292360.00,661.00,GM,,
braslets for girls,Watches Sunglasses Jewellery,268.00,106.00,21.00,5.00,8.86,1.77,1.77,116594.00,701.00,Fashion,,
bean bag,Furniture & Decor,268.00,133.00,19.00,6.00,168.87,16.89,28.15,7350.00,809.00,GM,,
head phones bluetooth,"TV, Audio / Video, Gaming & Wearables",268.00,85.00,30.00,8.00,47.78,4.78,5.97,109909.00,768.00,EL,,
ink pen,Stationery & Craft,267.00,107.00,16.00,4.00,13.06,2.18,3.26,30920.00,1018.00,GM,,
huda beauty,Health & Beauty,267.00,110.00,20.00,5.00,180.34,20.04,36.07,641.00,633.00,FMCG,,
cake,Groceries,267.00,72.00,22.00,3.00,7.25,1.45,2.42,252448.00,348.00,FMCG,,
winter collection for men,Fashion,267.00,105.00,14.00,2.00,16.47,8.24,8.24,44181.00,908.00,Fashion,,
laptops,Computers & Laptops,267.00,165.00,19.00,1.00,945.37,472.68,945.37,954985.00,565.00,EL,,
1212,Fashion,266.00,45.00,6.00,0.00,0.00,0.00,0.00,3540509.00,758.00,Fashion,,
canvas for painting,Stationery & Craft,266.00,165.00,83.00,34.00,131.59,3.13,3.87,52185.00,238.00,GM,,
kitchen items,Kitchen & Dining,266.00,117.00,47.00,14.00,37.82,1.89,2.70,336073.00,1020.00,GM,,
lipstick set,Health & Beauty,265.00,137.00,37.00,16.00,54.32,2.86,3.39,58146.00,711.00,FMCG,,
racket badminton,Sports & Outdoors,266.00,161.00,41.00,10.00,32.28,2.93,3.23,27238.00,865.00,GM,,
sunblock,Health & Beauty,266.00,131.00,60.00,26.00,100.99,3.74,3.88,37810.00,530.00,FMCG,,
artificial flowers,Furniture & Decor,265.00,137.00,49.00,17.00,58.33,2.33,3.43,744900.00,1115.00,GM,,
silicon doll for sex,Health & Beauty,266.00,30.00,0.00,0.00,0.00,0.00,0.00,239.00,238.00,FMCG,,
led tv,TV Audio Video Gaming & Wearables,265.00,89.00,15.00,1.00,512.58,512.58,512.58,68593.00,454.00,EL,,
khaadi,Fashion,265.00,86.00,5.00,2.00,40.31,20.15,20.15,613600.00,455.00,Fashion,,
kemei 3 in 1,Health & Beauty,265.00,136.00,80.00,40.00,302.24,7.03,7.56,18449.00,1134.00,FMCG,,
organizer,Health & Beauty,265.00,118.00,34.00,13.00,52.80,3.52,4.06,867509.00,738.00,FMCG,,
toothpaste dispenser,Bedding & Bath,265.00,173.00,93.00,52.00,138.64,2.27,2.67,10260.00,479.00,GM,,
trimmer,Health & Beauty,265.00,161.00,52.00,22.00,182.19,7.59,8.28,130374.00,1393.00,FMCG,,
bangles for girls,Watches Sunglasses Jewellery,264.00,94.00,19.00,5.00,10.62,2.12,2.12,35510.00,818.00,Fashion,,
dressing table,Furniture & Decor,264.00,148.00,19.00,9.00,217.83,21.78,24.20,18862.00,457.00,GM,,
bluetooth headphones,"TV, Audio / Video, Gaming & Wearables",264.00,139.00,51.00,15.00,164.52,9.14,10.97,124987.00,688.00,EL,,
vr box,TV Audio Video Gaming & Wearables,264.00,144.00,37.00,11.00,186.21,11.64,16.93,2646.00,508.00,EL,,
acrylic paint,Stationery & Craft,263.00,150.00,67.00,20.00,103.45,4.93,5.17,24524.00,1263.00,GM,,
non stick fry pan,Kitchen & Dining,263.00,159.00,49.00,20.00,111.32,5.06,5.57,67616.00,957.00,GM,,
key chain for boys,Motors,263.00,110.00,39.00,7.00,23.77,1.98,3.40,2932.00,662.00,GM,,
derma roller,Health & Beauty,263.00,148.00,87.00,42.00,100.54,2.23,2.39,4266.00,360.00,FMCG,,
nivea lotion,Health & Beauty,263.00,151.00,60.00,23.00,118.17,4.92,5.14,34340.00,430.00,FMCG,,
mini washing machine,Home Appliances,262.00,103.00,9.00,0.00,0.00,0.00,0.00,172029.00,640.00,EL,,
bra for girls sexy net,Fashion,262.00,94.00,9.00,4.00,22.05,3.68,5.51,9127.00,588.00,Fashion,,
iphone 12 pro max cover,Mobiles & Tablets,261.00,146.00,26.00,7.00,28.31,4.04,4.04,36011.00,981.00,EL,,
cd 70 bike honda,Motors,261.00,128.00,35.00,2.00,2139.07,713.02,1069.54,1391.00,168.00,GM,,
waches for men,Watches Sunglasses Jewellery,261.00,120.00,34.00,9.00,60.38,6.04,6.71,811775.00,1150.00,Fashion,,
wallpaper for room,Furniture & Decor,261.00,137.00,16.00,1.00,5.59,5.59,5.59,96393.00,775.00,GM,,
gold,Watches Sunglasses Jewellery,260.00,29.00,5.00,0.00,0.00,0.00,0.00,1208520.00,278.00,Fashion,,
straightener brush,Health & Beauty,261.00,106.00,16.00,3.00,19.21,6.40,6.40,14894.00,955.00,FMCG,,
bb cream,Health & Beauty,260.00,128.00,42.00,13.00,32.71,2.18,2.52,9029.00,757.00,FMCG,,
underwear for men,Fashion,262.00,153.00,48.00,18.00,73.57,3.68,4.09,20536.00,408.00,Fashion,,
plastic box storage,Furniture & Decor,260.00,92.00,19.00,6.00,34.90,4.99,5.82,465671.00,791.00,GM,,
face cleanser,Health & Beauty,259.00,79.00,37.00,10.00,39.94,2.66,3.99,79078.00,561.00,FMCG,,
bioaqua,Health & Beauty,259.00,140.00,72.00,27.00,106.54,3.80,3.95,8550.00,532.00,FMCG,,
wallets for mens,Bags and Travel,259.00,147.00,38.00,9.00,20.98,2.33,2.33,97393.00,618.00,Fashion,,
school bags,Stationery & Craft,259.00,95.00,15.00,2.00,14.51,7.26,7.26,102448.00,994.00,GM,,
itel,Mobiles & Tablets,258.00,112.00,37.00,5.00,454.77,75.80,90.95,2682.00,603.00,EL,,
redmi 9c,Mobiles & Tablets,258.00,110.00,20.00,1.00,135.71,135.71,135.71,22200.00,236.00,EL,,
butterfly,Furniture & Decor,258.00,95.00,44.00,17.00,40.66,2.14,2.39,154779.00,410.00,GM,,
mobiles phones,Mobiles & Tablets,257.00,56.00,11.00,2.00,49.98,16.66,24.99,6171232.00,493.00,EL,,
glasses for girls,Watches Sunglasses Jewellery,257.00,123.00,35.00,8.00,28.16,2.56,3.52,533929.00,970.00,Fashion,,
birthday decorations,Toys & Games,257.00,167.00,58.00,16.00,48.08,2.67,3.00,234132.00,1050.00,GM,,
oppo a15,Mobiles & Tablets,256.00,84.00,13.00,1.00,113.65,113.65,113.65,13452.00,329.00,EL,,
miss rose concealer,Health & Beauty,256.00,158.00,89.00,38.00,93.28,2.17,2.45,2667.00,190.00,FMCG,,
limelight collection,Fashion,256.00,92.00,12.00,1.00,9.21,9.21,9.21,4978.00,788.00,Fashion,,
mac book,Computers & Laptops,256.00,99.00,15.00,1.00,422.04,422.04,422.04,33656.00,236.00,EL,,
dresses,Fashion,256.00,97.00,8.00,2.00,17.21,8.60,8.60,921595.00,842.00,Fashion,,
cloth design for girls,Fashion,256.00,74.00,6.00,1.00,6.51,6.51,6.51,328273.00,746.00,Fashion,,
tools,Tools DIY & Outdoor,256.00,138.00,31.00,8.00,25.33,3.17,3.17,2896097.00,1024.00,GM,,
hair remover,Health & Beauty,255.00,101.00,41.00,20.00,58.88,2.80,2.94,162413.00,1025.00,FMCG,,
gift,Watches Sunglasses Jewellery,255.00,97.00,25.00,6.00,16.50,2.75,2.75,2170701.00,648.00,Fashion,,
pizza,Digital Goods,255.00,88.00,15.00,1.00,3.30,3.30,3.30,36066.00,368.00,Digital Goods,,
nike shoes,Sports & Outdoors,254.00,82.00,3.00,0.00,0.00,0.00,0.00,32.00,32.00,GM,,
lights,Furniture & Decor,255.00,101.00,25.00,7.00,28.11,3.51,4.02,3085755.00,795.00,GM,,
digital watches for men,Watches Sunglasses Jewellery,254.00,130.00,45.00,21.00,91.03,3.79,4.33,124064.00,1018.00,Fashion,,
cctv camera,Cameras,250.00,109.00,24.00,7.00,166.67,23.81,23.81,10751.00,782.00,EL,,
chairs,Furniture & Décor,253.00,119.00,27.00,7.00,214.26,26.78,30.61,107532.00,1015.00,GM,,
denim jacket,Fashion,252.00,115.00,13.00,3.00,29.00,9.67,9.67,12181.00,417.00,Fashion,,
slippers for men,Fashion,254.00,138.00,33.00,16.00,87.58,5.15,5.47,8651.00,1026.00,Fashion,,
scarfs for girls,Fashion,254.00,94.00,7.00,0.00,0.00,0.00,0.00,17341.00,589.00,Fashion,,
mi airdots,TV Audio Video Gaming & Wearables,253.00,136.00,35.00,14.00,211.79,11.15,15.13,1089.00,230.00,EL,,
tea set,Kitchen & Dining,253.00,120.00,13.00,3.00,9.98,3.33,3.33,43487.00,698.00,GM,,
wape shisha,Motors,253.00,44.00,2.00,1.00,3.19,3.19,3.19,24154.00,198.00,GM,,
cloth hanging stand,Laundry & Cleaning,252.00,107.00,28.00,17.00,169.35,9.96,9.96,2499.00,1018.00,GM,,
peanut butter,Groceries,250.00,123.00,47.00,10.00,102.23,7.86,10.22,1784.00,348.00,FMCG,,
sticker,Furniture & Decor,250.00,80.00,34.00,7.00,28.27,2.83,4.04,1164756.00,512.00,GM,,
vapes,Motors,250.00,30.00,1.00,0.00,0.00,0.00,0.00,24257.00,491.00,GM,,
ring for boys,Watches Sunglasses Jewellery,250.00,116.00,39.00,14.00,30.26,1.78,2.16,13188.00,548.00,Fashion,,
lotion for dry skin,Health & Beauty,249.00,138.00,53.00,13.00,36.07,2.58,2.77,5944.00,953.00,FMCG,,
pencil box for girls,Stationery & Craft,249.00,96.00,12.00,0.00,0.00,0.00,0.00,5814.00,448.00,GM,,
gym equipment,Sports & Outdoors,249.00,98.00,22.00,9.00,94.87,10.54,10.54,32746.00,617.00,GM,,
pant shirt for boys,Mother & Baby,249.00,32.00,2.00,1.00,31.45,7.86,31.45,9317.00,428.00,FMCG,,
smart watches,TV Audio Video Gaming & Wearables,249.00,127.00,26.00,4.00,24.43,6.11,6.11,117649.00,665.00,EL,,
tcl led tv 40 inch,TV Audio Video Gaming & Wearables,248.00,121.00,37.00,12.00,5939.67,424.26,494.97,2070.00,559.00,EL,,
techno spark 7 pro,Mobiles & Tablets,248.00,107.00,41.00,15.00,5948.72,116.64,396.58,1007.00,188.00,EL,,
women bags,Bags and Travel,249.00,110.00,22.00,4.00,62.99,7.00,15.75,529685.00,1309.00,Fashion,,
nivea,Health & Beauty,248.00,134.00,53.00,16.00,101.12,4.60,6.32,788.00,786.00,FMCG,,
poco,Mobiles & Tablets,248.00,73.00,11.00,3.00,5878.66,391.91,1959.55,19641.00,618.00,EL,,
audionic airpods,TV Audio Video Gaming & Wearables,247.00,117.00,23.00,7.00,146.91,18.36,20.99,3228.00,538.00,EL,,
jeans,Fashion,247.00,76.00,6.00,2.00,13.98,6.99,6.99,225636.00,737.00,Fashion,,
sweat shirts for women,Fashion,247.00,103.00,15.00,3.00,19.56,6.52,6.52,46438.00,548.00,Fashion,,
bike 125 accessories,Motors,245.00,40.00,8.00,3.00,11.07,3.69,3.69,205920.00,478.00,GM,,
bag for boys travel,Bags and Travel,246.00,71.00,13.00,4.00,49.96,9.99,12.49,36931.00,592.00,Fashion,,
sewing machine,Home Appliances,247.00,140.00,18.00,4.00,54.08,13.52,13.52,64189.00,742.00,EL,,
oppo enco w11,Mobiles & Tablets,246.00,142.00,24.00,5.00,172.13,28.69,34.43,15.00,14.00,EL,,
lux soap,Health & Beauty,246.00,150.00,64.00,12.00,52.14,3.48,4.34,24347.00,284.00,FMCG,,
rubik cube,Toys & Games,246.00,145.00,57.00,19.00,43.81,2.31,2.31,2060.00,676.00,GM,,
stoves for kitchen,Home Appliances,246.00,130.00,21.00,6.00,328.73,36.53,54.79,46275.00,418.00,EL,,
blu tooth,TV Audio Video Gaming & Wearables,245.00,120.00,47.00,10.00,62.87,6.29,6.29,2162.00,638.00,EL,,
q mobile,Mobiles & Tablets,245.00,129.00,28.00,8.00,321.90,35.77,40.24,17612.00,208.00,EL,,
mascara waterproof,Health & Beauty,244.00,146.00,84.00,33.00,67.89,1.89,2.06,13717.00,540.00,FMCG,,
kitchen accessories jar,Kitchen & Dining,244.00,95.00,17.00,3.00,24.82,4.96,8.27,111579.00,738.00,GM,,
boys dress,Fashion,244.00,41.00,5.00,1.00,5.40,5.40,5.40,21696.00,328.00,Fashion,,
pop socket,Mobiles & Tablets,244.00,146.00,67.00,31.00,48.97,1.53,1.58,8597.00,476.00,EL,,
pressure cooker,Kitchen & Dining,244.00,119.00,23.00,4.00,105.90,26.47,26.47,9027.00,1110.00,GM,,
tresemme shampoo,Health & Beauty,244.00,144.00,46.00,21.00,114.79,5.22,5.47,1130.00,348.00,FMCG,,
hand blender machine,Home Appliances,243.00,146.00,37.00,18.00,293.92,15.47,16.33,22880.00,798.00,EL,,
ac,Home Appliances,243.00,99.00,21.00,5.00,2143.08,428.62,428.62,327647.00,363.00,EL,,
bubble gun,Toys & Games,243.00,108.00,47.00,20.00,74.55,3.39,3.73,23042.00,354.00,GM,,
lamps,Furniture & Decor,243.00,109.00,30.00,7.00,55.54,6.94,7.93,552449.00,1149.00,GM,,
wallet for girls,Bags and Travel,242.00,151.00,44.00,13.00,45.87,3.06,3.53,21308.00,1094.00,Fashion,,
honda,Motors,241.00,130.00,38.00,5.00,8129.04,1016.13,1625.81,165397.00,372.00,GM,,
laptop table,Computers & Laptops,241.00,140.00,65.00,25.00,302.09,11.62,12.08,45022.00,711.00,EL,,
denim jacket for girls,Fashion,241.00,134.00,19.00,9.00,91.80,9.18,10.20,9205.00,557.00,Fashion,,
cycle accessories,Sports & Outdoors,241.00,110.00,36.00,6.00,16.29,2.71,2.71,291048.00,888.00,GM,,
mi band 5,Medicine,241.00,116.00,27.00,8.00,179.21,19.91,22.40,4667.00,189.00,Others,,
massage chair,Furniture & Decor,240.00,138.00,39.00,5.00,4449.41,889.88,889.88,2239.00,468.00,GM,,
nokia 106,Mobiles & Tablets,240.00,128.00,71.00,12.00,549.06,36.60,45.75,22711.00,338.00,EL,,
mobile watches,TV Audio Video Gaming & Wearables,240.00,128.00,34.00,12.00,80.32,6.18,6.69,55968.00,548.00,EL,,
josh,Health & Beauty,240.00,119.00,54.00,26.00,104.09,2.31,4.00,169.00,148.00,FMCG,,
kurtis for girls,Fashion,240.00,115.00,15.00,1.00,14.23,7.12,14.23,31672.00,1023.00,Fashion,,
j dot perfumes for men,Health & Beauty,239.00,110.00,27.00,4.00,49.97,12.49,12.49,72.00,71.00,FMCG,,
purse,Bags and Travel,239.00,128.00,33.00,7.00,39.20,5.60,5.60,1724865.00,1657.00,Fashion,,
tcl led tv 32 inch,TV Audio Video Gaming & Wearables,239.00,110.00,31.00,2.00,854.41,213.60,427.21,28.00,27.00,EL,,
leader jacket for men,Fashion,238.00,97.00,7.00,1.00,15.68,15.68,15.68,3681.00,670.00,Fashion,,
leather jackets,Fashion,240.00,127.00,10.00,2.00,29.91,14.95,14.95,12721.00,548.00,Fashion,,
p47 wireless headphones,"TV, Audio / Video, Gaming & Wearables",238.00,130.00,64.00,29.00,172.22,5.22,5.94,3584.00,1020.00,EL,,
washing machine automatic with dryer,Home Appliances,238.00,103.00,23.00,6.00,1429.79,158.87,238.30,172999.00,762.00,EL,,
i 12 airpods,TV Audio Video Gaming & Wearables,238.00,96.00,42.00,15.00,90.67,6.04,6.04,10031.00,499.00,EL,,
tv box android,TV Audio Video Gaming & Wearables,238.00,112.00,39.00,12.00,331.01,25.46,27.58,21730.00,437.00,EL,,
new born baby boy clothes,Mother & Baby,237.00,71.00,7.00,4.00,23.06,4.61,5.77,195495.00,478.00,FMCG,,
lipton yellow label,Groceries,237.00,131.00,78.00,22.00,224.71,6.24,10.21,276.00,208.00,FMCG,,
diapers,Mother & Baby,237.00,109.00,35.00,14.00,123.90,7.74,8.85,36693.00,678.00,FMCG,,
bts pouch,Stationery & Craft,237.00,155.00,78.00,32.00,103.25,2.79,3.23,276.00,268.00,GM,,
3d pen,Computers & Laptops,237.00,110.00,14.00,2.00,8.06,4.03,4.03,14213.00,310.00,EL,,
washroom accessories,Bedding & Bath,237.00,111.00,25.00,7.00,33.36,2.78,4.77,127052.00,463.00,GM,,
wax,Health & Beauty,237.00,110.00,30.00,11.00,49.01,4.08,4.46,99086.00,360.00,FMCG,,
coconut oil,Health & Beauty,237.00,110.00,32.00,11.00,30.75,2.56,2.80,5989.00,303.00,FMCG,,
apple watch series 6,TV Audio Video Gaming & Wearables,237.00,75.00,7.00,0.00,0.00,0.00,0.00,2590.00,281.00,EL,,
keychain,Motors,237.00,90.00,29.00,7.00,10.64,1.52,1.52,192599.00,558.00,GM,,
kurta for girls,Fashion,236.00,110.00,12.00,3.00,14.09,4.70,4.70,13598.00,488.00,Fashion,,
iphone 10 pro max mobile,Mobiles & Tablets,236.00,24.00,0.00,0.00,0.00,0.00,0.00,24554.00,310.00,EL,,
socks for women,Fashion,237.00,112.00,54.00,21.00,68.52,2.54,3.26,21515.00,684.00,Fashion,,
mosquito killer lamp,Tools DIY & Outdoor,236.00,126.00,42.00,17.00,148.20,7.41,8.72,6573.00,490.00,GM,,
foundation liquid,Health & Beauty,236.00,124.00,46.00,20.00,60.81,3.04,3.04,12568.00,310.00,FMCG,,
money heist mask,Fashion,236.00,142.00,45.00,11.00,26.32,2.39,2.39,48.00,48.00,Fashion,,
carpet for room,Furniture & Decor,235.00,103.00,8.00,2.00,10.00,5.00,5.00,84734.00,833.00,GM,,
table lamp,Furniture & Decor,236.00,108.00,28.00,9.00,72.16,7.22,8.02,552195.00,523.00,GM,,
game,Toys & Games,236.00,65.00,4.00,1.00,0.37,0.37,0.37,1825513.00,618.00,GM,,
usb 128 gb,Computers & Laptops,236.00,138.00,40.00,9.00,64.35,7.15,7.15,9451.00,277.00,EL,,
gifts for girls,Watches Sunglasses Jewellery,235.00,90.00,12.00,1.00,5.51,5.51,5.51,385241.00,1018.00,Fashion,,
popet,Toys & Games,235.00,104.00,19.00,9.00,34.56,3.84,3.84,40.00,40.00,GM,,
nokia 3310,Mobiles & Tablets,235.00,50.00,5.00,2.00,126.60,42.20,63.30,21599.00,311.00,EL,,
service shoes,Fashion,235.00,98.00,5.00,0.00,0.00,0.00,0.00,5879.00,458.00,Fashion,,
vivo y21 mobile,Mobiles & Tablets,234.00,120.00,24.00,5.00,935.37,155.90,187.07,23921.00,275.00,EL,,
lip stick,Health & Beauty,234.00,144.00,45.00,17.00,42.41,2.49,2.49,61387.00,570.00,FMCG,,
knife,Kitchen & Dining,234.00,104.00,31.00,9.00,21.29,2.13,2.37,142030.00,673.00,GM,,
kenwood,Home Appliances,234.00,59.00,15.00,1.00,686.51,686.51,686.51,4934.00,498.00,EL,,
